N,P,K,temperature,humidity,ph,rainfall,label
106.63,14.72,56.0,25.63650563,86.69425819,6.22397131,50.01988868,watermelon
76.0,10.95,49.73,27.28028482,89.07114604,6.69238899,53.19098228,watermelon
86.67,5.52,50.66,25.44438379,89.5936144,6.81463463,49.2873671,watermelon
113.73,2.5,51.14,24.23766152,83.15240131,6.67181265,60.90035995,watermelon
83.09,23.39,47.78,26.41572947,85.96744116,6.63906931,45.88265414,watermelon
107.79,15.85,48.18,25.78725422,85.33838421,7.05206215,53.12833027,watermelon
97.92,3.12,50.62,26.32561452,85.84846618,6.8024815,49.57858016,watermelon
101.34,31.98,52.1,26.00124495,86.54963662,6.50508371,53.73807794,watermelon
92.4,16.56,48.07,25.8925881,89.97165613,6.46226761,49.70584929,watermelon
117.83,17.85,53.25,25.94848271,85.91014673,6.48698571,40.01149174,watermelon
110.86,12.87,53.93,25.20380701,89.26906374,6.81865938,47.61206666,watermelon
97.36,21.0,53.9,24.35729747,82.72145286,7.0119058,56.7123426,watermelon
100.81,6.86,50.8,25.4979749,88.89416461,6.24186565,44.03200179,watermelon
104.19,14.89,55.34,27.11305785,89.59561628,7.05206215,50.96580988,watermelon
110.01,10.25,50.11,25.00768539,84.05895102,7.05206215,54.30720091,watermelon
102.75,14.75,47.53,26.58245662,84.70325821,6.25237975,41.16933398,watermelon
94.58,22.58,47.59,26.78804683,84.31551737,6.72955152,48.35835935,watermelon
108.98,9.17,48.38,26.69356753,82.90034675,6.8576024,51.14078117,watermelon
110.75,10.55,51.45,25.61416477,90.19307811,6.65291451,44.00331291,watermelon
104.67,20.18,50.59,25.99613087,87.54268741,6.1164385,39.69741119,watermelon
120.4,17.55,55.74,24.85486278,83.3137558,6.97172456,46.25576213,watermelon
100.3,27.39,53.43,24.1109179,86.92866418,6.73197673,41.05315929,watermelon
99.98,28.22,55.48,25.98843538,79.89514044,6.40772135,53.42654266,watermelon
84.05,32.21,48.81,25.68392939,81.57423469,6.69842128,45.97414765,watermelon
102.25,10.26,49.73,26.10924216,88.33701509,6.56754515,50.64020374,watermelon
108.39,17.57,50.08,25.3384836,89.78818816,6.13868644,47.38788595,watermelon
84.96,28.71,54.39,23.74931014,85.90601576,6.45261199,50.26309866,watermelon
91.16,18.13,51.77,23.74931014,84.4957616,6.3296931,54.17943314,watermelon
89.73,19.47,45.63,24.96434392,88.77379453,6.0124409,47.70930313,watermelon
98.66,21.7,53.46,27.28028482,87.11392063,6.48339317,47.95108084,watermelon
76.0,27.24,51.18,26.42684791,83.70299151,6.3473534,52.44866642,watermelon
117.73,12.79,52.08,25.83303886,86.5991261,6.65346631,45.79601306,watermelon
114.41,28.82,47.05,26.73505844,83.09215954,6.65520756,58.74110558,watermelon
98.04,8.82,52.39,25.01533096,85.97396759,6.62777914,58.35983538,watermelon
105.66,21.25,52.97,25.91563836,85.52964424,6.29688263,47.81532024,watermelon
98.11,12.51,50.26,27.11272262,84.70991875,6.26968549,47.41645206,watermelon
87.63,18.06,55.61,26.25286001,88.24022287,6.22728579,49.11704218,watermelon
93.26,25.17,52.49,25.64620962,86.50261121,6.29989255,49.89172823,watermelon
93.34,19.93,46.25,26.99818809,84.91365971,6.26459778,43.76483862,watermelon
103.08,13.68,52.28,25.94393231,87.45404788,6.80811783,46.18148683,watermelon
96.66,18.56,50.53,27.09266714,90.97983623,6.93676337,41.85235865,watermelon
109.25,12.75,47.85,24.57197421,90.41082371,5.96275039,48.85717767,watermelon
90.03,17.13,53.83,25.79318395,82.53936729,6.43996333,61.72312983,watermelon
113.37,13.53,47.29,26.11443795,90.97983623,6.21695427,57.01902678,watermelon
101.8,24.39,49.44,25.82012108,85.58184297,6.81885637,48.6746438,watermelon
97.17,18.65,51.46,25.97307603,82.91276188,6.46082366,54.43266241,watermelon
99.45,10.76,56.0,25.59284508,80.85748267,6.66339982,46.16201271,watermelon
88.95,12.23,52.29,26.940344,84.06169844,7.0345267,52.03611636,watermelon
99.49,24.08,51.85,24.9041625,80.1200534,6.36458951,53.66145498,watermelon
76.0,26.91,46.67,25.0424049,83.64177814,6.71672582,61.72312983,watermelon
108.11,7.81,48.61,25.75083236,84.09109999,6.13156537,60.29715773,watermelon
96.17,9.54,54.71,26.14341324,80.49364731,6.69088084,47.8205585,watermelon
92.92,22.15,44.16,24.88007946,82.24558307,6.3811186,60.47377988,watermelon
107.64,12.97,50.86,25.06639028,86.1962287,6.54326522,53.24963991,watermelon
95.47,14.73,49.36,25.8055237,88.4427706,6.202856,50.09555037,watermelon
105.78,18.47,49.04,25.71528727,87.41925147,5.97518891,55.3811957,watermelon
100.46,27.57,47.31,25.52948149,82.04368671,6.7820186,46.4437994,watermelon
116.82,4.32,50.2,24.83512988,84.2023427,5.91938444,45.57397458,watermelon
105.3,26.21,44.0,24.8978406,86.18079586,6.12800006,53.09536949,watermelon
86.44,14.04,54.55,25.00844536,88.04402062,6.80565931,43.22501021,watermelon
96.65,16.67,49.59,26.45076174,83.43363844,6.54539752,58.56051771,watermelon
119.59,2.5,52.6,26.54989646,86.30520917,7.05206215,60.75645255,watermelon
84.57,21.19,51.89,25.78613909,85.67123026,6.83163761,45.02481778,watermelon
98.88,19.18,52.34,25.08185295,84.76351836,6.6144476,41.72956741,watermelon
97.15,10.46,52.8,25.59499817,90.97983623,6.71501984,58.90693153,watermelon
105.42,14.98,50.91,27.28028482,90.27319076,6.44332562,52.17120616,watermelon
119.0,2.5,49.85,23.74931014,81.76403307,7.05206215,48.67107951,watermelon
90.73,14.9,56.0,25.97486863,85.89601786,6.34363984,53.44522885,watermelon
117.83,12.69,46.69,25.83444942,82.88874953,6.4847272,51.57876483,watermelon
86.12,2.5,46.07,25.87590292,85.60517179,6.36296003,50.41748402,watermelon
82.17,3.25,47.57,24.90087538,84.71461856,6.36832976,51.56340073,watermelon
109.34,19.79,56.0,25.39559735,80.28260419,6.60473892,50.23536465,watermelon
100.86,15.21,49.09,26.0598514,85.18498129,6.47418007,40.79113369,watermelon
103.25,19.07,53.03,26.27519707,80.31547574,6.40743388,45.19565652,watermelon
101.9,14.25,47.51,25.86892474,86.84270682,6.52151964,54.64939841,watermelon
104.37,21.61,45.96,23.74931014,79.10005744,6.90916066,59.69981379,watermelon
119.49,23.01,51.77,24.95773721,85.44267025,6.53140938,49.97769625,watermelon
88.91,21.36,53.05,24.78558034,84.88618663,6.20857981,48.38822439,watermelon
98.62,14.33,52.75,25.06133763,82.54393823,6.24766591,52.86246887,watermelon
93.56,23.05,54.21,26.55125956,90.52484998,6.73462228,49.65724694,watermelon
97.75,32.5,54.42,24.97602496,85.43308858,6.53556705,55.24871029,watermelon
95.72,9.35,52.53,27.04068576,88.48538361,6.12999864,50.00742628,watermelon
103.5,14.48,50.34,25.33938732,82.44875626,7.01193846,55.16741186,watermelon
105.92,18.71,55.1,23.9094748,82.55283609,6.53213679,50.39019261,watermelon
81.59,18.58,48.51,25.33246393,86.54729174,6.56859556,43.03188384,watermelon
81.99,14.32,52.81,25.68090064,88.10742997,6.42985902,50.04040757,watermelon
86.42,22.67,46.76,26.31559885,79.27323476,6.76537073,48.53345279,watermelon
104.35,18.05,56.0,25.07048003,84.99640462,6.6267407,50.35963598,watermelon
108.69,19.14,47.08,25.26967401,81.41671832,6.57843377,44.19674445,watermelon
89.92,20.86,52.25,26.25914233,84.10894601,7.05206215,53.91555442,watermelon
98.22,18.89,46.1,24.89153912,85.03661534,6.50726745,52.83873914,watermelon
89.91,5.51,48.72,24.83732,83.62630687,6.66797629,50.41169899,watermelon
110.69,20.14,50.64,26.47965247,90.21129502,6.25576396,56.84837627,watermelon
124.0,32.5,47.86,25.92760046,83.74677024,6.3116794,48.22132735,watermelon
121.21,30.91,54.36,25.18508673,83.82888404,6.30402222,55.35688351,watermelon
85.08,14.67,48.07,25.11802649,81.01711913,6.48902081,54.40140196,watermelon
107.7,18.93,50.04,25.84602793,81.82053576,6.58758037,50.5169429,watermelon
108.46,15.4,50.39,24.69154712,83.66898217,6.62083343,50.08425994,watermelon
80.52,32.5,52.64,25.26726207,81.34013977,6.5997698,47.61657508,watermelon
94.63,27.26,52.48,24.87273165,88.39911542,6.52760925,55.4861562,watermelon
114.03,22.64,45.55,25.87625694,83.5236114,6.85235522,61.72312983,watermelon
102.42,23.76,47.92,25.39007902,84.04829149,6.663054,43.16932075,watermelon
98.87,11.59,51.56,24.8142691,85.44134313,6.07238756,46.92641962,watermelon
113.2,16.2,52.09,27.28028482,89.26425111,6.58999315,55.67781857,watermelon
100.94,16.78,49.38,25.05798499,90.18492133,6.10431308,54.25847688,watermelon
83.2,25.23,53.62,25.30068334,80.59069718,6.69438226,40.68018181,watermelon
97.91,19.22,54.23,25.01234152,84.95237265,6.51594225,56.11576589,watermelon
95.11,16.52,48.53,24.62723999,88.98422555,6.32881009,43.34948008,watermelon
98.57,21.88,48.2,26.61210186,85.42606589,6.7972162,47.02898152,watermelon
101.58,3.31,50.46,25.8821326,84.36721749,6.4665334,44.27167638,watermelon
89.21,8.32,49.6,25.07374494,83.74334812,6.53077229,58.25140137,watermelon
113.59,2.5,56.0,25.10379413,85.53380576,6.08355081,60.18807124,watermelon
107.58,17.91,48.19,24.77216159,80.28071657,6.48894782,55.9685433,watermelon
117.23,13.56,49.96,24.5862358,86.61981084,6.51525017,53.27381688,watermelon
109.04,15.14,52.55,25.85132229,82.91413941,6.57420095,52.58706795,watermelon
84.2,29.42,52.03,26.24127651,90.12765655,6.30521526,61.72312983,watermelon
85.36,22.45,47.95,25.92099405,90.81541428,6.44701242,49.0745423,watermelon
99.95,8.11,47.49,26.8050262,89.95921735,6.57634201,55.68577205,watermelon
106.78,10.04,54.95,24.92005311,90.82521166,6.56713356,38.53370849,watermelon
120.22,17.63,51.34,25.86840758,88.78511157,6.73314639,56.26940085,watermelon
95.47,32.5,50.57,26.17944315,82.37332664,6.05148939,46.28281646,watermelon
76.0,16.08,54.02,25.95052414,88.03822153,6.27971191,47.769665,watermelon
91.16,12.69,50.34,24.84537633,80.51529971,6.65895337,45.28258047,watermelon
76.0,21.59,46.09,25.39523281,79.08442784,6.02332952,42.50821415,watermelon
119.36,20.55,52.77,27.28028482,85.77800924,5.9054223,55.35662266,watermelon
98.53,21.12,50.04,25.41748836,86.0273578,6.53210106,56.28588463,watermelon
76.0,21.42,47.35,26.37415716,90.19192354,6.65103725,49.94366205,watermelon
77.28,24.03,47.07,25.8657443,86.32286303,6.41906207,42.14002152,watermelon
124.0,19.81,46.04,24.9558692,84.19391311,6.4825711,45.77530828,watermelon
89.67,22.76,47.7,25.69934726,83.71016657,6.7683187,61.00585949,watermelon
115.05,25.61,50.84,24.74610252,86.7148955,5.9054223,48.11058302,watermelon
98.01,15.67,55.04,24.90540118,83.57662044,6.90794843,48.22592042,watermelon
112.4,14.64,53.3,25.55211573,85.47088357,6.54798272,45.16352831,watermelon
82.21,19.49,46.52,24.21002544,83.53226911,6.40887538,61.72312983,watermelon
104.47,25.34,55.4,25.98128194,83.48711045,6.44583062,60.31392336,watermelon
80.9,22.64,53.05,26.61901035,88.19863098,6.41576426,54.48703471,watermelon
88.73,11.28,52.32,26.19825751,85.88306225,6.22623642,45.57629901,watermelon
102.8,7.89,50.09,25.24976049,87.18761857,6.38810988,47.10080826,watermelon
106.92,5.92,44.0,26.09994362,84.41227686,6.54598532,38.16317461,watermelon
103.03,20.73,53.52,25.50608453,85.38529354,6.54999431,51.48568335,watermelon
107.55,32.5,53.64,25.20019352,82.55872918,6.78673069,48.35265335,watermelon
124.0,25.33,51.11,26.33655037,81.40164196,6.76105903,57.65190047,watermelon
94.5,12.48,50.13,25.07001724,81.67544274,6.91762819,52.86956115,watermelon
103.72,9.13,48.78,25.8558338,84.57832092,6.67573004,51.00947955,watermelon
96.33,19.78,51.62,25.62827425,85.7055525,6.21432271,48.60650406,watermelon
87.58,21.75,55.77,27.28028482,84.75743789,6.53987389,48.34058002,watermelon
97.09,2.5,54.68,27.28028482,86.24180908,6.16048769,61.72312983,watermelon
89.43,21.74,51.49,25.86750424,82.66104684,6.68877515,46.84674946,watermelon
95.38,27.57,49.05,25.79862177,85.57017078,6.76048496,44.76121603,watermelon
98.3,13.71,52.73,26.50719276,81.6751284,6.22537093,50.14894473,watermelon
92.91,25.8,47.37,25.9783504,87.46309968,6.53305746,56.90104679,watermelon
101.35,20.94,48.53,26.20359684,84.96302754,6.59277937,52.55058758,watermelon
99.08,11.48,51.89,26.37471995,90.30939816,6.33845529,50.81353809,watermelon
110.77,25.65,49.09,25.95614619,89.24486698,6.04129017,43.14775345,watermelon
76.82,16.35,47.4,25.02909996,83.95585876,6.21274271,46.03111069,watermelon
92.12,14.66,49.17,25.76706303,83.14690562,6.21485145,52.85672369,watermelon
113.29,22.91,56.0,24.74258781,85.6000974,6.15317535,51.05949127,watermelon
101.67,32.5,48.82,25.10448054,84.10626935,6.26216176,53.0084226,watermelon
82.72,7.12,50.92,25.37207429,85.33913569,6.800951,47.92094168,watermelon
97.0,14.24,50.75,25.77146516,84.92460953,6.57286462,43.36074596,watermelon
78.23,10.94,47.08,26.52678311,86.09475921,6.50155764,54.21819529,watermelon
84.46,2.5,56.0,25.40093632,90.97983623,6.31118298,44.08952004,watermelon
107.7,7.59,49.36,26.51934149,86.54918115,6.28474739,54.08335705,watermelon
99.58,13.78,45.83,26.49075667,84.6250665,6.31754428,46.44581121,watermelon
104.66,15.68,47.5,25.4034111,86.02893978,6.73319204,49.69024311,watermelon
76.0,29.98,48.03,26.05555616,83.42464188,6.40402523,51.64602122,watermelon
76.0,29.41,45.55,26.2471875,85.90182739,6.54835831,52.40152437,watermelon
76.0,23.24,48.7,29.39034191,91.86855648,5.95841449,26.15385722,muskmelon
112.26,12.24,56.0,28.70911825,91.53637927,6.42753096,24.05963509,muskmelon
124.0,18.28,44.8,27.94963639,90.1986469,6.16831526,24.82220637,muskmelon
117.9,16.63,56.0,28.17049306,93.34648813,6.3170298,24.44479247,muskmelon
83.63,19.04,48.91,29.18558939,93.22256368,6.47609454,20.44586466,muskmelon
93.1,32.5,54.1,27.43610433,91.14180329,6.16225218,25.53684682,muskmelon
124.0,16.95,47.71,29.00953513,91.2703627,6.42037139,29.64159056,muskmelon
90.35,17.49,52.36,28.85850829,91.75777723,6.22971993,27.20935974,muskmelon
104.21,11.05,51.61,28.98068003,93.30036925,6.5283142,26.77853746,muskmelon
99.83,16.89,55.09,28.68644067,92.34976918,6.20673581,25.71801482,muskmelon
102.04,24.96,48.75,29.44965291,92.20319524,6.64453902,23.41024066,muskmelon
91.48,19.55,52.21,28.82419538,90.65994972,6.26908453,19.24571283,muskmelon
107.78,21.32,47.76,28.85845434,93.57886341,6.3629024,22.4284114,muskmelon
89.19,14.38,53.16,27.94303988,93.21564284,6.49514917,26.01529331,muskmelon
80.02,25.63,51.4,30.2354257,90.50900187,6.5086988,20.46757043,muskmelon
110.76,13.17,52.21,26.86371431,91.61849958,6.37081868,26.40196436,muskmelon
100.32,15.87,47.9,28.64645779,90.80197159,6.13862,28.63469041,muskmelon
109.16,21.62,46.08,28.73760062,91.15753854,6.44711224,23.58568734,muskmelon
106.51,11.56,49.32,29.01219087,92.93755881,6.85886268,28.14996762,muskmelon
105.9,5.18,50.51,29.92426463,92.06918608,6.41763674,23.05674019,muskmelon
94.19,9.87,46.35,28.17384522,93.57286381,5.92511498,24.73522311,muskmelon
106.51,16.17,44.0,28.84446299,92.08400638,6.360994,29.22115321,muskmelon
106.89,27.72,48.91,28.73101941,95.45689901,6.60842256,24.04399545,muskmelon
82.89,22.6,48.45,27.68132048,93.56854995,6.18340017,21.76434694,muskmelon
91.04,22.15,50.22,29.59972462,95.45689901,6.20705967,22.25528191,muskmelon
121.97,2.5,56.0,28.36660769,90.91865826,6.73832226,20.21337551,muskmelon
105.6,13.31,45.92,29.59546375,93.09153719,6.85886268,30.60022424,muskmelon
95.07,8.46,46.55,27.93295545,92.51445489,6.25668474,23.11959061,muskmelon
103.46,26.69,50.48,30.2354257,89.76186174,6.54077095,28.24145913,muskmelon
105.08,13.13,56.0,29.09681903,91.80513712,6.06704012,22.34871956,muskmelon
86.03,10.83,46.32,29.50317129,91.00725098,6.25529077,22.92280187,muskmelon
108.14,20.6,50.16,28.28031083,93.19193545,6.68639619,22.92324271,muskmelon
92.68,15.38,54.51,27.0904458,93.60127169,6.75837004,24.31093217,muskmelon
109.54,17.67,52.72,28.3827935,95.45689901,6.14301881,22.95831591,muskmelon
122.34,28.82,49.92,28.2260421,93.1653792,6.27126895,27.92404,muskmelon
90.82,20.26,54.55,28.50250343,90.46458484,6.08362037,21.48286618,muskmelon
107.98,21.22,52.95,28.78477789,95.05466586,6.47766141,26.54923071,muskmelon
98.58,23.16,44.0,27.52417053,90.60029158,6.07830534,23.22296896,muskmelon
102.47,8.07,46.91,26.84318758,94.08856716,6.14679502,22.50880697,muskmelon
95.32,16.81,52.75,29.42279163,92.89832738,6.05638012,23.02820759,muskmelon
102.05,13.04,47.76,28.18612626,92.94856468,6.20970234,25.78979241,muskmelon
106.1,28.71,49.76,29.44072123,91.21537058,6.51251702,27.08573743,muskmelon
94.15,17.87,56.0,28.12666646,92.73568253,5.92511498,23.01875543,muskmelon
111.11,13.14,54.4,27.726761,92.01858573,6.30894031,22.11112241,muskmelon
102.33,25.27,47.33,28.6959491,92.26447896,6.21889814,24.62843487,muskmelon
110.7,9.17,50.78,28.83621341,91.45951974,6.05470248,20.18381938,muskmelon
91.43,11.68,45.15,27.90769028,95.41921681,5.99802163,23.16136839,muskmelon
102.64,8.04,50.29,28.90829168,92.26836073,6.54960048,24.53816987,muskmelon
88.09,17.87,51.49,27.92239948,93.24414585,6.56193112,21.83793508,muskmelon
87.75,11.22,50.55,28.76899185,94.35596376,6.01744538,22.61553876,muskmelon
103.06,18.54,45.18,28.4359213,90.46251387,6.52122743,23.90558035,muskmelon
94.74,20.62,45.44,28.38885941,90.43652706,6.1222849,25.8417829,muskmelon
78.84,16.79,46.3,28.11599685,92.93834253,5.92511498,23.9269315,muskmelon
97.34,27.08,48.38,27.73960575,91.46025852,6.22115566,29.09090348,muskmelon
105.75,2.5,56.0,29.02261022,93.15668791,6.8197121,25.20184434,muskmelon
110.61,17.81,56.0,29.72096525,91.34228332,6.22595143,25.32149712,muskmelon
97.69,2.77,47.83,28.25888462,92.93649782,6.15487558,27.05893447,muskmelon
92.28,18.48,49.4,27.92635397,91.03735057,6.37326968,27.37871272,muskmelon
85.73,21.98,48.12,29.42542906,94.73978055,6.49124066,24.20154485,muskmelon
96.99,20.17,48.12,28.36477928,93.07651924,6.7790514,28.90061856,muskmelon
77.62,16.06,49.0,28.29270765,92.60865808,6.73169788,23.35850944,muskmelon
111.06,11.32,49.15,27.59796586,94.36116459,6.1271577,22.21822956,muskmelon
95.93,7.64,55.0,26.73221744,93.96188484,6.44223793,26.2962238,muskmelon
100.12,8.62,56.0,29.64888027,92.1754489,6.07880263,23.36502728,muskmelon
104.72,27.71,50.22,28.40531986,92.83695582,6.33721738,27.49658997,muskmelon
124.0,21.59,48.54,29.88353701,92.82998899,6.30462079,24.49926445,muskmelon
110.56,20.88,51.9,28.7763772,91.00880091,6.22325312,25.55580157,muskmelon
101.8,24.5,56.0,28.47381627,93.06489424,6.18663765,29.9674802,muskmelon
87.04,23.45,52.03,27.1906319,92.55636696,6.08289789,27.34310887,muskmelon
89.33,16.67,49.07,28.70320938,90.68831773,6.21578607,30.36728594,muskmelon
113.11,3.0,52.0,28.55878087,93.50396467,6.1602534,29.85480339,muskmelon
115.52,17.65,45.8,27.53348323,91.94859349,6.3200587,21.30026268,muskmelon
100.94,18.36,46.75,28.63809889,92.83952255,6.74074248,22.15168461,muskmelon
117.9,27.73,48.08,30.07699209,91.96649363,6.27651777,22.04916639,muskmelon
92.9,21.27,46.08,29.74802062,90.59730692,6.24599114,25.11007797,muskmelon
103.57,7.64,50.34,28.0211616,91.30945931,6.28965284,24.83693561,muskmelon
90.75,22.7,51.68,30.2354257,92.18929808,6.077659,27.84972976,muskmelon
106.74,8.62,46.31,27.73031928,89.52035167,6.36472086,27.20647313,muskmelon
82.95,21.29,52.89,29.04609881,90.54176813,6.30241499,22.94392366,muskmelon
121.45,19.6,56.0,30.2354257,91.94219628,6.73074612,25.61857918,muskmelon
84.25,16.21,45.23,28.76119448,92.57208623,6.21550723,29.96539786,muskmelon
94.02,16.32,50.62,28.12262561,92.16222106,6.48636017,30.04798164,muskmelon
100.39,18.32,47.4,29.41555012,95.45689901,6.62997207,26.17102885,muskmelon
115.02,18.37,50.49,29.10342073,92.85600155,5.99254187,20.86021699,muskmelon
85.87,16.04,55.6,28.99031334,93.49648127,6.5760402,23.87072369,muskmelon
82.61,21.77,47.67,28.72121237,94.82952776,6.28406462,26.14541665,muskmelon
105.95,23.14,46.98,28.94084389,93.21188986,5.93072876,29.80310434,muskmelon
86.38,2.5,47.73,28.04483463,93.09582065,6.38535038,22.97293456,muskmelon
102.65,20.29,46.54,27.5129782,93.80423165,6.27780277,24.81626522,muskmelon
76.0,19.11,45.99,29.1382266,90.97774639,6.48996467,22.03532292,muskmelon
76.0,13.12,56.0,27.72620919,92.15227598,6.70499708,26.05610067,muskmelon
86.03,16.12,48.15,28.1763521,92.51752499,6.39132318,24.4873665,muskmelon
89.03,22.22,49.59,29.85702979,92.1463469,6.0034495,29.95119175,muskmelon
88.19,18.26,50.22,29.07982885,94.05440018,6.14084275,24.34582701,muskmelon
103.87,8.27,54.78,29.24197387,93.0534593,5.92511498,25.6759165,muskmelon
107.95,21.88,49.18,30.2354257,92.6084314,6.70790322,22.89558262,muskmelon
104.72,11.14,51.79,29.32733109,95.01033296,6.33313746,22.65015136,muskmelon
116.56,22.2,52.31,29.36587778,94.79817458,6.36096936,25.83842702,muskmelon
109.31,21.73,49.59,28.11798616,92.24503744,6.29535393,22.21701995,muskmelon
98.47,21.46,53.77,28.88977709,91.66794605,6.38203387,20.91095455,muskmelon
119.58,25.54,52.3,29.15133027,91.95166415,6.1719805,25.45006999,muskmelon
94.31,32.0,50.02,29.05905915,93.99066984,6.33056659,26.11566428,muskmelon
96.57,24.05,45.51,28.60492305,93.21795644,6.16366179,19.43623022,muskmelon
93.01,19.19,46.81,29.79938548,91.78377285,6.28538326,29.89823323,muskmelon
80.82,24.13,51.96,30.2354257,91.83208401,6.44474088,26.28977579,muskmelon
91.91,26.71,44.74,27.88643628,94.56862966,6.55058248,26.57549013,muskmelon
89.11,14.15,50.24,28.91158593,90.39801926,6.46523673,26.63754647,muskmelon
109.92,17.58,47.85,26.73221744,92.29989265,6.39186866,19.24571283,muskmelon
108.5,21.43,49.69,27.14928069,93.44447205,6.62028628,22.31335673,muskmelon
104.18,17.57,47.6,28.50730615,94.99979261,6.21815842,22.11577348,muskmelon
101.75,18.26,48.3,28.60880004,91.31459127,6.38028653,28.4251667,muskmelon
108.94,31.71,52.45,28.8391593,91.3823533,6.48696841,28.52565578,muskmelon
100.88,12.42,52.39,28.56656805,95.05355905,6.82783328,27.42963874,muskmelon
117.35,20.96,50.62,27.70764104,95.0409804,6.29860979,26.3531773,muskmelon
101.83,10.36,51.87,28.30378098,92.88920337,6.30971973,27.05586365,muskmelon
97.8,19.35,53.46,30.15430554,90.82750227,6.66871845,24.13436011,muskmelon
95.85,17.37,50.82,26.98302321,91.49257167,6.7525477,24.18211055,muskmelon
124.0,32.5,47.37,28.84945439,89.52035167,6.3494165,24.55589102,muskmelon
88.27,24.83,52.91,28.47832394,93.82231184,6.10867874,29.79339637,muskmelon
103.89,15.95,48.76,28.88823518,90.58458416,6.27961164,29.02759905,muskmelon
108.01,17.22,50.21,29.16586368,94.01990079,6.39110093,29.95560456,muskmelon
122.6,14.26,45.85,28.53017844,91.1276403,6.53157595,29.63138334,muskmelon
105.02,18.29,50.79,28.08871883,91.80748818,5.92511498,28.64774701,muskmelon
92.01,17.18,54.98,27.50126012,92.61304554,6.06274653,26.98132572,muskmelon
108.63,19.89,51.09,28.61900425,93.11945056,5.95347424,27.34446106,muskmelon
100.73,4.76,53.52,29.07038997,93.93539639,6.43867033,25.01424602,muskmelon
88.22,4.48,49.16,29.28408433,95.21335418,6.73196685,21.63533453,muskmelon
103.82,20.22,48.62,28.1927951,92.54786477,6.59832532,26.18144713,muskmelon
97.8,12.97,47.02,28.7740502,91.18975745,6.59161953,24.74570788,muskmelon
102.5,19.79,52.23,29.73562061,91.70646413,6.22127141,25.70943835,muskmelon
86.7,16.71,48.85,28.5204526,93.38140031,6.54075035,23.80961343,muskmelon
95.59,12.69,45.76,30.2354257,92.09183099,5.92511498,22.30427719,muskmelon
93.61,10.88,49.62,28.86800193,90.4470293,6.16058522,22.08371379,muskmelon
111.08,19.31,49.08,27.41201394,89.52035167,6.85886268,22.28144496,muskmelon
100.01,27.57,52.2,27.0287017,91.89661524,6.28991731,23.26367037,muskmelon
101.1,19.83,49.18,29.50934037,92.74456026,6.34377269,26.04564213,muskmelon
94.18,26.03,47.31,27.97001425,90.81720638,6.20353852,23.55553761,muskmelon
114.99,13.96,48.5,29.65807597,90.88973376,6.39598227,25.59582809,muskmelon
116.35,18.89,50.7,29.53998719,95.45689901,6.12608848,25.62110071,muskmelon
80.11,11.39,49.57,29.94277805,94.42288733,6.22593715,24.2133545,muskmelon
109.41,23.77,52.93,28.57688274,95.45689901,6.60865384,21.71211331,muskmelon
91.47,14.01,53.68,29.53850029,92.75533098,6.31502311,23.84873111,muskmelon
90.45,25.36,47.0,30.06193698,91.94570968,6.28674108,24.48432298,muskmelon
84.61,13.9,55.39,30.15511422,92.82677381,6.47019665,25.77571323,muskmelon
111.18,3.79,49.82,27.98255361,94.99040021,6.60987582,25.51595954,muskmelon
111.26,13.27,44.38,28.11232008,91.93078028,6.52695023,29.32297879,muskmelon
103.98,24.26,46.55,29.06889252,94.04664629,6.20776021,24.64004007,muskmelon
86.44,23.83,53.62,28.83497638,92.78998131,6.58864848,29.89784127,muskmelon
89.19,24.96,52.66,28.6623622,92.8407131,6.34729338,19.24571283,muskmelon
122.68,12.99,52.92,27.99494759,89.97718135,6.0020013,20.59728385,muskmelon
102.04,23.79,50.54,28.44060337,92.75540102,6.47063529,25.46405373,muskmelon
97.7,23.76,47.24,27.95218341,93.72037085,6.08475943,24.89477927,muskmelon
99.74,22.89,53.28,28.46271593,92.29949474,6.41678938,29.71766177,muskmelon
119.71,16.43,49.13,29.05841272,94.20852079,6.30691287,22.26453664,muskmelon
111.31,10.03,48.07,28.40628588,92.32186689,6.11212502,21.87483287,muskmelon
112.99,25.94,48.45,29.15124409,94.26963082,6.072015,23.60320673,muskmelon
89.91,22.25,44.79,30.21931016,93.51909276,6.39784102,23.55607532,muskmelon
119.82,26.42,50.5,29.24286949,92.54967001,6.42609015,27.56681353,muskmelon
96.06,23.09,46.32,26.73221744,92.45201495,6.51821006,26.86171486,muskmelon
84.57,21.3,51.36,26.87189241,91.90838716,6.19068793,19.36057591,muskmelon
113.58,32.5,46.89,28.30498214,94.26525031,6.35965531,21.24445831,muskmelon
114.03,25.54,50.24,28.95137517,91.42852001,6.02892246,22.04618892,muskmelon
98.67,22.04,48.36,29.85747409,91.17172099,6.3745214,28.04127407,muskmelon
112.8,25.36,51.34,28.81322376,93.50059272,6.23623462,24.09069561,muskmelon
102.34,14.75,52.32,28.35197819,94.41976578,6.64358939,25.35807228,muskmelon
111.86,26.76,51.42,30.2354257,92.96896608,6.43228225,23.19648965,muskmelon
107.78,15.31,47.15,29.20014401,95.43416978,6.636098,26.62475233,muskmelon
97.12,14.34,48.13,29.33430693,92.72653563,5.99546474,20.28746114,muskmelon
97.85,19.75,49.09,28.11031498,89.91286185,6.17679528,23.36188339,muskmelon
108.24,26.25,54.6,27.71166823,93.62927242,6.51652848,21.48194032,muskmelon
