Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Previous_Crop,Region,Fertilizer_Used_Last_Season,Yield_Last_Season,Recommended_Fertilizer
Loamy,5.26,31.84,0.33,2.24,67,27,89,19.74,64.64,1295.95,Sugarcane,Flowering,Kharif,Canal,Tomato,South,263.98,3.18,Compost
Sandy,5.9,37.18,0.48,1.54,60,26,16,20.08,76.32,2041.97,Sugarcane,Sowing,Zaid,Drip,Maize,East,176.34,3.7,NPK
Loamy,5.54,25.21,0.78,0.24,132,10,103,21.53,30.65,378.3,Maize,Flowering,Rabi,Drip,Sugarcane,East,55.93,7.9,DAP
Sandy,4.88,31.58,0.8,1.23,70,58,38,32.84,54.78,2255.37,Sugarcane,Flowering,Rabi,Rainfed,Maize,Central,238.0,5.07,MOP
Sandy,6.89,39.89,0.27,1.93,58,76,59,31.85,60.28,1112.77,Tomato,Sowing,Zaid,Canal,Sugarcane,East,125.71,4.68,Compost
Clay,6.28,40.64,1.24,0.13,40,43,72,24.91,30.05,2045.35,Wheat,Vegetative,Zaid,Canal,Tomato,West,163.8,5.6,Urea
Loamy,6.0,46.19,0.65,1.75,36,83,83,21.45,54.73,1831.68,Maize,Sowing,Rabi,Drip,Rice,West,170.45,4.07,Urea
Sandy,4.79,30.46,0.35,0.54,95,53,113,24.58,68.67,2883.76,Maize,Sowing,Kharif,Canal,Cotton,West,191.23,3.45,Compost
Loamy,7.17,51.48,1.12,1.18,25,51,114,30.52,90.0,1758.28,Wheat,Vegetative,Zaid,Canal,Tomato,West,222.97,6.1,Urea
Clay,6.01,29.22,0.97,2.93,67,62,28,38.68,48.53,2274.04,Maize,Flowering,Zaid,Canal,Maize,West,140.64,8.0,MOP
Silt,5.24,54.08,1.3,2.69,91,23,35,23.79,46.96,2737.62,Sugarcane,Harvest,Kharif,Sprinkler,Rice,North,79.9,1.66,DAP
Clay,5.45,43.41,0.2,2.14,60,22,70,23.45,30.0,2240.37,Cotton,Sowing,Kharif,Rainfed,Cotton,South,107.18,4.15,SSP
Clay,6.61,31.36,0.9,0.38,50,84,54,27.86,59.99,1061.31,Rice,Harvest,Kharif,Canal,Potato,Central,188.36,3.58,Urea
Clay,6.6,45.04,1.1,1.62,129,26,73,30.47,49.65,1560.24,Wheat,Harvest,Zaid,Sprinkler,Maize,Central,85.7,4.98,SSP
Silt,8.34,37.65,0.93,2.03,143,78,105,23.22,36.47,927.83,Cotton,Vegetative,Kharif,Drip,Rice,South,50.0,4.18,Zinc Sulphate
Loamy,6.12,25.25,0.26,0.48,115,23,110,34.98,88.22,859.95,Rice,Sowing,Kharif,Sprinkler,Sugarcane,South,129.86,7.38,Compost
Loamy,6.87,21.14,1.08,2.61,32,26,62,18.48,54.42,1822.74,Potato,Vegetative,Rabi,Drip,Tomato,Central,51.96,6.14,DAP
Clay,6.8,37.73,0.94,1.62,104,62,31,27.19,77.42,1863.19,Tomato,Flowering,Zaid,Rainfed,Cotton,East,70.0,6.56,MOP
Silt,6.63,30.95,0.93,2.31,47,58,92,28.61,70.31,2970.83,Rice,Vegetative,Kharif,Rainfed,Sugarcane,East,61.38,3.94,Urea
Silt,6.42,60.0,0.93,0.85,24,27,64,18.29,81.66,1320.52,Wheat,Sowing,Zaid,Rainfed,Maize,South,155.5,4.05,DAP
Clay,6.43,41.09,0.56,1.23,28,75,105,21.69,81.57,1641.51,Sugarcane,Vegetative,Kharif,Rainfed,Wheat,North,185.12,8.0,Urea
Clay,6.31,26.9,0.43,0.1,40,73,73,21.46,49.53,577.63,Potato,Flowering,Zaid,Sprinkler,Tomato,East,152.34,5.55,Urea
Silt,6.36,26.23,0.69,2.14,117,17,102,30.4,61.39,439.8,Rice,Sowing,Rabi,Sprinkler,Tomato,North,101.08,6.49,SSP
Clay,5.65,27.42,1.12,1.12,74,13,96,21.15,44.37,1899.76,Sugarcane,Sowing,Rabi,Sprinkler,Wheat,Central,85.97,5.48,SSP
Loamy,4.97,23.94,0.35,1.61,119,21,96,27.65,76.98,2665.42,Sugarcane,Sowing,Zaid,Drip,Cotton,Central,117.17,6.52,Compost
Clay,6.02,35.39,0.29,0.45,101,15,42,15.08,48.83,2469.74,Wheat,Sowing,Rabi,Rainfed,Rice,Central,185.72,6.07,Compost
Sandy,7.13,21.98,0.34,0.89,49,15,72,16.26,62.33,2455.0,Potato,Harvest,Rabi,Rainfed,Potato,East,232.43,2.94,Compost
Sandy,6.01,22.17,0.24,0.88,142,40,70,11.47,59.22,1769.76,Tomato,Vegetative,Zaid,Sprinkler,Potato,North,64.27,4.42,NPK
Clay,8.5,21.59,0.37,1.99,48,11,41,25.52,61.14,1693.47,Tomato,Sowing,Kharif,Canal,Potato,North,161.17,2.38,DAP
Clay,6.94,13.96,0.75,2.05,77,74,27,15.68,60.93,1191.03,Tomato,Flowering,Zaid,Canal,Sugarcane,Central,131.9,7.16,MOP
Silt,6.46,28.27,1.29,1.96,159,51,14,32.61,45.37,200.0,Tomato,Flowering,Zaid,Rainfed,Potato,North,181.32,5.68,MOP
Loamy,7.61,32.26,0.95,0.71,139,69,71,18.17,72.66,1730.14,Maize,Flowering,Rabi,Sprinkler,Maize,South,247.62,3.71,Zinc Sulphate
Clay,7.29,38.62,0.78,1.65,51,46,86,30.25,65.49,2578.2,Sugarcane,Vegetative,Rabi,Canal,Cotton,South,252.5,3.37,Urea
Loamy,4.62,24.93,0.29,1.73,26,75,22,29.88,69.11,1101.81,Maize,Flowering,Rabi,Drip,Rice,Central,102.45,7.59,Compost
Silt,7.32,38.14,1.03,2.64,54,66,52,21.93,55.96,689.26,Maize,Flowering,Zaid,Drip,Rice,Central,115.67,6.4,Urea
Sandy,6.48,31.9,0.22,0.1,40,36,37,18.48,54.68,2945.89,Sugarcane,Flowering,Zaid,Drip,Tomato,North,158.05,4.66,NPK
Sandy,7.69,22.27,0.47,0.64,32,76,62,22.12,64.33,1173.55,Cotton,Vegetative,Zaid,Drip,Rice,Central,180.88,4.29,Urea
Clay,8.11,34.1,0.85,1.93,65,81,90,18.78,64.55,1215.42,Rice,Vegetative,Zaid,Drip,Tomato,South,195.79,3.22,Zinc Sulphate
Clay,6.53,33.41,1.33,2.35,60,66,78,18.36,47.23,905.39,Maize,Vegetative,Kharif,Rainfed,Wheat,South,211.11,4.83,NPK
Clay,6.7,18.44,0.47,0.13,51,38,33,20.58,63.5,2399.85,Cotton,Sowing,Zaid,Canal,Wheat,Central,179.97,3.49,NPK
Silt,7.08,33.23,0.59,0.33,79,49,10,23.67,65.51,2233.13,Potato,Flowering,Rabi,Sprinkler,Wheat,Central,129.73,8.0,MOP
Sandy,6.16,14.58,0.92,1.02,40,33,58,26.01,55.48,1717.7,Wheat,Sowing,Zaid,Rainfed,Rice,South,202.29,4.12,DAP
Sandy,5.93,17.85,1.5,2.18,81,86,16,19.93,65.76,1666.1,Potato,Harvest,Zaid,Rainfed,Maize,South,246.48,4.57,MOP
Silt,6.58,42.71,0.75,0.61,108,41,33,26.96,65.67,1760.96,Potato,Flowering,Kharif,Drip,Cotton,South,270.5,3.24,MOP
Loamy,6.38,33.24,0.81,0.46,44,73,105,22.29,57.78,1149.61,Wheat,Flowering,Rabi,Canal,Rice,Central,144.27,1.29,Urea
Clay,6.21,22.36,0.29,1.52,85,46,69,12.96,52.44,2428.39,Cotton,Flowering,Kharif,Canal,Cotton,East,118.37,4.28,Compost
Silt,7.91,52.55,0.31,2.56,135,54,72,13.48,82.03,1283.7,Cotton,Vegetative,Zaid,Sprinkler,Maize,West,261.72,3.26,Zinc Sulphate
Clay,6.49,55.48,0.99,0.97,154,75,21,16.78,62.15,200.0,Tomato,Harvest,Kharif,Drip,Rice,Central,237.26,8.0,MOP
Loamy,7.8,45.17,1.2,0.8,56,23,102,23.69,53.3,2034.06,Rice,Vegetative,Kharif,Canal,Potato,South,85.94,2.24,DAP
Loamy,5.4,39.6,0.29,1.0,85,34,85,19.49,47.51,1461.79,Cotton,Sowing,Kharif,Canal,Sugarcane,North,137.69,8.0,SSP
Loamy,8.02,32.77,1.06,1.22,51,22,20,18.8,67.8,1504.33,Rice,Flowering,Zaid,Sprinkler,Tomato,Central,179.31,4.08,NPK
Sandy,7.46,22.54,0.77,2.54,64,30,16,29.58,48.49,2241.77,Potato,Harvest,Zaid,Sprinkler,Cotton,West,202.46,6.23,NPK
Silt,6.88,32.27,1.18,1.33,140,26,106,12.12,67.07,2462.11,Rice,Harvest,Rabi,Rainfed,Rice,Central,51.58,3.6,DAP
Clay,5.87,28.4,0.57,1.44,90,23,61,16.18,81.26,692.01,Sugarcane,Vegetative,Zaid,Drip,Cotton,Central,121.12,5.6,SSP
Sandy,8.14,34.92,0.75,1.3,64,33,56,22.1,31.64,1622.96,Wheat,Sowing,Rabi,Canal,Tomato,East,215.41,3.14,DAP
Clay,7.74,41.97,0.6,2.04,105,80,112,20.13,69.14,2270.63,Maize,Vegetative,Zaid,Sprinkler,Potato,North,213.29,4.25,Zinc Sulphate
Clay,4.95,29.07,0.85,1.06,130,57,117,39.51,51.88,1014.8,Sugarcane,Flowering,Rabi,Rainfed,Potato,Central,145.52,2.3,Compost
Sandy,7.56,48.3,0.67,2.09,43,15,17,20.01,52.95,2103.06,Tomato,Sowing,Rabi,Canal,Potato,East,189.22,1.96,NPK
Sandy,6.01,29.18,0.79,2.3,63,63,21,25.12,40.64,2842.39,Wheat,Flowering,Kharif,Drip,Maize,North,208.04,5.99,MOP
Clay,5.79,38.13,0.5,1.47,29,12,39,28.09,65.6,1571.26,Cotton,Harvest,Rabi,Rainfed,Maize,South,142.6,6.66,Compost
Clay,6.52,29.27,0.53,1.26,67,27,79,20.87,67.38,1509.71,Cotton,Vegetative,Kharif,Drip,Potato,South,147.42,1.0,SSP
Loamy,6.19,21.72,0.43,2.26,69,10,83,28.42,55.19,1619.48,Tomato,Sowing,Zaid,Sprinkler,Maize,North,165.67,5.93,Compost
Clay,6.84,36.35,0.74,2.33,136,64,42,29.86,86.2,1601.56,Potato,Harvest,Rabi,Rainfed,Cotton,East,182.62,4.09,MOP
Clay,5.51,53.75,0.74,1.05,130,86,27,18.71,58.87,2357.16,Cotton,Flowering,Rabi,Drip,Tomato,West,156.55,2.07,MOP
Loamy,5.56,35.11,0.65,0.22,47,26,82,27.49,40.52,1045.16,Tomato,Sowing,Zaid,Sprinkler,Cotton,East,205.8,2.94,DAP
Clay,7.97,34.87,1.09,2.53,52,54,103,20.98,30.0,2016.78,Tomato,Harvest,Kharif,Canal,Rice,North,152.78,1.0,Urea
Clay,6.19,29.57,0.28,2.36,96,77,83,18.8,60.5,324.07,Potato,Sowing,Rabi,Canal,Tomato,Central,134.87,5.11,Compost
Clay,7.05,43.91,0.65,0.84,38,11,115,19.81,67.71,336.43,Potato,Vegetative,Zaid,Rainfed,Potato,Central,201.92,7.5,DAP
Loamy,5.25,26.65,1.08,1.8,72,28,97,19.15,83.41,1111.41,Cotton,Vegetative,Kharif,Sprinkler,Wheat,East,157.37,2.59,SSP
Loamy,6.02,33.38,0.65,0.98,71,20,101,19.25,59.98,1532.39,Sugarcane,Vegetative,Zaid,Drip,Wheat,Central,216.0,5.37,SSP
Clay,6.06,28.35,0.2,0.37,49,33,57,18.79,87.79,969.67,Tomato,Sowing,Rabi,Rainfed,Cotton,North,189.16,6.76,Compost
Sandy,4.91,50.87,1.06,1.18,118,83,53,14.92,59.02,2444.98,Cotton,Flowering,Zaid,Rainfed,Tomato,North,297.28,6.06,Compost
Silt,7.09,50.79,0.87,2.55,39,19,38,18.78,47.8,1147.12,Sugarcane,Sowing,Rabi,Sprinkler,Tomato,South,155.13,6.5,NPK
Clay,8.02,39.38,0.56,1.03,69,69,72,16.83,70.05,2174.41,Sugarcane,Sowing,Zaid,Rainfed,Cotton,North,245.14,6.99,Zinc Sulphate
Sandy,5.85,32.39,0.88,1.5,38,61,87,19.26,58.74,2095.9,Cotton,Vegetative,Kharif,Drip,Rice,West,300.0,6.68,Urea
Clay,4.5,12.6,0.4,0.75,63,38,45,31.04,68.77,2639.07,Sugarcane,Vegetative,Zaid,Canal,Wheat,Central,112.56,3.9,Compost
Sandy,7.75,39.55,0.54,3.0,27,28,82,33.81,61.35,2530.69,Cotton,Vegetative,Zaid,Sprinkler,Tomato,West,264.11,2.41,DAP
Clay,5.17,38.43,0.41,2.24,72,31,92,25.63,44.24,1014.56,Wheat,Sowing,Rabi,Canal,Cotton,West,178.45,4.97,SSP
Sandy,6.22,36.41,1.02,0.42,54,20,67,20.6,55.95,2805.41,Maize,Vegetative,Zaid,Rainfed,Tomato,Central,183.23,6.55,SSP
Sandy,5.61,15.13,0.23,1.02,148,80,95,24.04,62.88,2227.97,Wheat,Sowing,Rabi,Canal,Sugarcane,South,298.62,6.19,Compost
Clay,7.17,41.25,1.31,1.52,65,60,59,22.83,57.59,1492.71,Maize,Vegetative,Rabi,Canal,Rice,East,258.61,1.45,Urea
Silt,7.79,23.83,0.2,1.78,30,52,47,21.25,64.99,910.09,Cotton,Harvest,Rabi,Rainfed,Rice,South,167.49,4.36,Compost
Clay,7.45,39.61,1.17,2.65,119,65,35,23.75,39.62,1377.2,Tomato,Harvest,Rabi,Drip,Tomato,North,94.43,6.21,MOP
Sandy,5.43,33.11,1.02,1.97,89,66,16,17.19,83.28,1019.41,Potato,Harvest,Kharif,Drip,Tomato,Central,132.24,2.14,MOP
Sandy,6.36,34.49,0.9,0.97,30,58,89,34.26,53.35,2419.48,Rice,Sowing,Zaid,Canal,Potato,South,99.44,2.95,Urea
Clay,7.19,48.43,0.97,1.84,83,57,29,25.88,41.99,1981.86,Sugarcane,Vegetative,Rabi,Canal,Wheat,North,216.48,4.81,MOP
Loamy,6.19,27.9,0.96,0.61,64,20,24,35.53,58.57,1673.14,Wheat,Vegetative,Rabi,Sprinkler,Potato,West,177.03,2.87,NPK
Sandy,6.26,37.04,0.82,1.52,28,64,87,16.77,48.05,1220.38,Tomato,Sowing,Rabi,Canal,Sugarcane,North,141.91,2.55,Urea
Silt,5.83,49.45,1.26,2.56,130,48,62,30.37,40.52,375.7,Sugarcane,Flowering,Rabi,Sprinkler,Wheat,North,97.62,5.0,MOP
Silt,7.99,32.92,0.88,1.34,146,78,27,27.19,55.4,1644.9,Maize,Harvest,Kharif,Sprinkler,Cotton,West,88.85,4.97,MOP
Sandy,6.77,31.51,0.29,1.91,153,30,38,21.14,66.77,1687.44,Cotton,Harvest,Kharif,Canal,Maize,Central,234.09,5.76,Compost
Silt,7.9,25.16,0.93,1.7,46,19,21,23.56,62.86,1467.7,Cotton,Flowering,Zaid,Canal,Wheat,Central,265.73,7.77,NPK
Clay,6.8,41.92,0.92,2.39,61,24,91,29.21,81.9,2210.49,Rice,Sowing,Kharif,Rainfed,Maize,North,243.04,1.62,DAP
Clay,4.67,25.82,1.37,2.83,44,30,99,32.71,80.17,2280.13,Potato,Harvest,Zaid,Sprinkler,Cotton,Central,292.86,2.78,Urea
Silt,8.32,18.72,1.08,1.56,90,63,50,27.81,52.35,2069.47,Maize,Vegetative,Rabi,Rainfed,Sugarcane,North,247.24,8.0,Zinc Sulphate
Loamy,5.41,35.94,0.52,1.07,114,16,66,24.05,82.89,1927.5,Wheat,Vegetative,Kharif,Drip,Wheat,South,255.62,5.44,SSP
Clay,7.41,39.45,0.51,0.27,22,52,81,22.22,66.4,1128.99,Maize,Sowing,Kharif,Canal,Wheat,West,213.72,5.09,Urea
Silt,6.87,29.54,0.81,0.33,55,15,21,15.11,59.76,939.97,Wheat,Vegetative,Kharif,Sprinkler,Rice,East,111.31,4.03,NPK
Loamy,8.28,37.17,0.77,1.74,95,77,117,23.72,69.33,2017.19,Potato,Vegetative,Zaid,Canal,Wheat,West,168.19,4.8,Zinc Sulphate
Clay,7.93,32.1,1.4,2.79,137,39,47,39.71,72.57,1771.0,Sugarcane,Sowing,Kharif,Sprinkler,Cotton,West,270.57,6.06,DAP
Clay,8.12,41.86,1.21,2.11,154,84,89,31.1,34.79,2592.0,Potato,Flowering,Kharif,Canal,Potato,South,159.64,1.0,Zinc Sulphate
Silt,6.13,28.81,0.54,1.15,39,71,92,30.45,45.14,816.69,Potato,Sowing,Zaid,Sprinkler,Potato,East,242.5,7.14,Urea
Silt,6.22,34.59,0.74,1.16,51,30,49,15.77,80.54,1146.63,Sugarcane,Vegetative,Kharif,Sprinkler,Potato,Central,59.96,7.06,DAP
Loamy,6.75,29.46,0.23,0.1,34,81,78,31.97,52.87,2190.24,Rice,Sowing,Rabi,Sprinkler,Potato,North,157.6,2.11,Compost
Silt,6.46,32.46,1.5,1.41,101,31,47,27.82,78.22,1411.4,Sugarcane,Sowing,Rabi,Drip,Potato,Central,208.27,4.5,SSP
Loamy,5.91,35.54,0.31,1.69,151,63,29,21.63,50.51,969.43,Maize,Harvest,Zaid,Rainfed,Cotton,South,50.0,6.44,Compost
Sandy,5.81,53.77,1.12,0.4,57,30,11,19.84,61.97,200.0,Rice,Sowing,Zaid,Drip,Rice,West,287.74,2.13,NPK
Sandy,6.63,24.61,0.59,1.31,52,55,101,22.27,47.59,1462.55,Wheat,Vegetative,Zaid,Canal,Maize,East,215.68,3.35,Urea
Silt,6.0,33.68,0.65,2.08,40,10,33,23.91,50.44,448.55,Sugarcane,Vegetative,Kharif,Sprinkler,Potato,Central,250.39,6.79,Urea
Silt,5.85,29.52,0.4,1.75,82,55,56,17.83,51.58,823.44,Sugarcane,Harvest,Zaid,Rainfed,Potato,West,155.39,4.27,Compost
Silt,5.91,10.29,0.38,0.25,72,64,96,21.28,57.74,2035.67,Maize,Vegetative,Zaid,Drip,Wheat,North,193.4,2.78,Compost
Silt,6.7,27.42,0.75,0.44,22,16,17,31.4,58.04,2715.3,Rice,Flowering,Zaid,Drip,Potato,East,70.55,3.4,NPK
Sandy,6.39,10.0,0.37,1.3,45,51,37,20.65,53.7,1714.01,Potato,Sowing,Rabi,Canal,Potato,West,154.65,5.58,Compost
Loamy,7.81,42.68,0.98,0.87,71,42,102,15.86,59.25,1558.33,Potato,Flowering,Rabi,Drip,Potato,North,233.2,5.73,Zinc Sulphate
Loamy,6.93,53.42,0.95,0.69,46,66,109,23.5,43.5,1168.84,Maize,Harvest,Rabi,Canal,Rice,North,135.91,1.84,Urea
Silt,6.84,30.25,1.25,2.06,48,18,47,23.38,51.55,1089.06,Wheat,Sowing,Kharif,Drip,Rice,North,115.26,4.58,NPK
Sandy,6.57,35.59,0.64,1.24,24,67,97,28.56,67.74,2469.57,Maize,Vegetative,Kharif,Drip,Sugarcane,South,176.05,2.87,Urea
Clay,7.84,29.8,0.8,1.61,69,88,103,20.99,67.07,1804.09,Sugarcane,Sowing,Kharif,Canal,Cotton,Central,204.08,4.23,Zinc Sulphate
Clay,7.42,22.37,1.05,1.56,64,20,98,25.28,54.57,986.41,Potato,Sowing,Zaid,Canal,Sugarcane,West,162.29,6.86,DAP
Silt,6.8,39.34,0.99,1.37,63,29,56,32.32,59.04,2201.58,Rice,Vegetative,Zaid,Rainfed,Wheat,East,185.79,6.83,SSP
Sandy,8.29,29.34,0.71,0.46,132,42,73,31.34,82.65,1973.44,Maize,Flowering,Kharif,Rainfed,Rice,South,94.79,3.14,Zinc Sulphate
Loamy,5.4,40.35,1.19,1.34,91,61,43,30.13,63.87,1515.35,Tomato,Flowering,Rabi,Drip,Cotton,West,132.32,2.39,MOP
Sandy,6.11,57.98,0.39,1.71,63,73,67,33.65,57.4,386.72,Wheat,Harvest,Zaid,Sprinkler,Tomato,Central,143.19,7.68,DAP
Sandy,6.3,49.59,0.88,1.03,55,59,87,20.58,46.92,1415.88,Cotton,Vegetative,Zaid,Sprinkler,Maize,South,161.19,3.2,Urea
Silt,4.81,50.49,1.27,0.14,22,35,112,14.61,78.88,2286.08,Wheat,Vegetative,Kharif,Drip,Maize,North,141.55,7.4,Urea
Clay,7.31,28.9,1.09,1.78,28,86,84,36.56,53.39,1774.13,Rice,Sowing,Zaid,Drip,Tomato,North,102.58,4.5,Urea
Sandy,8.22,31.52,0.91,1.76,107,64,111,17.28,69.11,1886.46,Cotton,Vegetative,Kharif,Sprinkler,Cotton,Central,255.36,3.71,Zinc Sulphate
Clay,7.62,47.93,0.93,2.06,24,74,108,30.08,43.48,1317.79,Wheat,Vegetative,Kharif,Rainfed,Wheat,East,92.2,1.0,Urea
Silt,6.41,46.58,1.46,0.44,62,65,62,25.87,50.9,1181.22,Maize,Vegetative,Zaid,Drip,Potato,North,142.78,2.73,Urea
Loamy,6.65,50.04,1.05,1.33,72,20,24,26.66,68.8,632.12,Rice,Vegetative,Kharif,Sprinkler,Rice,North,181.12,2.7,NPK
Sandy,6.76,10.0,0.32,0.62,113,64,86,19.51,68.15,2217.64,Rice,Vegetative,Zaid,Canal,Cotton,South,190.31,1.5,Compost
Silt,4.83,39.35,0.49,2.83,86,41,41,34.63,35.75,738.64,Potato,Harvest,Zaid,Canal,Rice,East,215.18,2.19,MOP
Sandy,5.88,34.69,1.01,2.66,105,14,97,24.8,68.27,2903.16,Cotton,Sowing,Rabi,Canal,Cotton,Central,160.86,5.34,SSP
Silt,5.68,11.24,0.49,0.2,38,83,80,22.96,74.92,1874.27,Tomato,Sowing,Rabi,Canal,Cotton,North,287.98,5.97,Urea
Clay,8.22,55.14,1.16,0.97,88,41,75,18.43,83.27,2224.67,Potato,Sowing,Kharif,Canal,Maize,Central,172.13,2.32,Zinc Sulphate
Loamy,7.41,13.07,0.84,1.06,56,24,94,16.78,66.01,2074.52,Wheat,Sowing,Zaid,Sprinkler,Tomato,East,182.7,4.7,DAP
Sandy,6.81,56.68,1.24,1.49,126,74,31,20.82,48.38,2555.28,Potato,Harvest,Kharif,Canal,Cotton,East,261.8,4.04,MOP
Silt,5.52,33.79,0.6,1.5,91,29,74,17.71,65.85,2412.21,Cotton,Vegetative,Rabi,Canal,Cotton,East,246.37,4.6,SSP
Sandy,6.64,29.25,0.47,2.51,82,32,51,22.29,62.44,757.97,Sugarcane,Flowering,Kharif,Sprinkler,Rice,Central,179.01,4.6,DAP
Clay,6.76,19.78,0.78,1.42,58,19,84,16.13,86.12,1039.09,Cotton,Vegetative,Kharif,Canal,Rice,West,75.36,2.07,DAP
Clay,4.98,34.63,0.66,1.02,63,40,14,17.09,68.08,1303.99,Cotton,Vegetative,Zaid,Rainfed,Sugarcane,South,67.86,7.38,NPK
Silt,6.8,10.0,1.25,1.28,52,70,113,23.42,66.88,1063.64,Cotton,Vegetative,Zaid,Drip,Wheat,North,261.44,7.1,Urea
Silt,5.35,50.26,1.13,1.97,129,23,49,27.28,42.33,1167.94,Sugarcane,Vegetative,Zaid,Drip,Potato,Central,257.93,2.06,SSP
Silt,6.86,35.93,0.72,1.46,45,81,76,30.19,46.12,897.76,Rice,Vegetative,Rabi,Rainfed,Maize,South,208.46,4.74,Urea
Sandy,7.48,40.38,1.04,2.01,143,85,104,30.77,48.11,1334.55,Tomato,Harvest,Rabi,Rainfed,Sugarcane,West,152.78,6.4,Zinc Sulphate
Silt,7.38,41.64,0.86,1.64,118,78,41,26.95,68.74,2629.36,Tomato,Harvest,Kharif,Sprinkler,Cotton,North,287.56,3.41,MOP
Clay,6.93,33.68,0.37,1.49,61,61,27,15.28,54.96,762.22,Wheat,Harvest,Rabi,Drip,Rice,Central,294.31,6.06,MOP
Clay,5.65,16.98,0.64,0.73,57,38,13,21.82,48.44,1944.0,Potato,Harvest,Rabi,Drip,Potato,South,175.73,3.96,NPK
Sandy,6.0,35.4,0.82,1.41,80,27,71,15.24,45.0,1661.37,Sugarcane,Sowing,Rabi,Sprinkler,Sugarcane,Central,185.23,7.29,SSP
Sandy,6.69,46.26,1.16,0.5,102,58,53,31.91,49.56,414.94,Tomato,Flowering,Zaid,Sprinkler,Tomato,Central,294.56,3.41,NPK
Sandy,6.73,18.15,0.2,0.63,65,36,111,37.3,52.93,2299.37,Rice,Vegetative,Zaid,Canal,Potato,North,205.64,5.09,Compost
Loamy,5.71,29.32,0.44,1.72,26,30,106,28.84,70.15,200.0,Wheat,Harvest,Kharif,Rainfed,Tomato,Central,199.54,3.05,DAP
Loamy,7.89,27.58,1.03,2.21,21,16,88,33.92,60.96,2172.08,Rice,Sowing,Rabi,Canal,Rice,North,234.77,3.84,DAP
Clay,6.96,53.53,0.7,1.91,64,59,43,26.14,82.53,2990.03,Potato,Sowing,Rabi,Rainfed,Cotton,South,199.81,2.41,MOP
Clay,5.25,40.46,0.75,2.08,58,33,94,33.28,58.63,1526.9,Sugarcane,Sowing,Zaid,Rainfed,Potato,North,300.0,1.13,SSP
Sandy,6.54,47.96,0.6,1.62,24,26,59,10.39,55.97,1534.52,Sugarcane,Harvest,Rabi,Drip,Tomato,East,181.86,6.73,DAP
Silt,5.44,27.93,0.7,1.5,144,40,18,18.8,71.67,200.0,Maize,Flowering,Rabi,Sprinkler,Potato,North,207.39,7.2,MOP
Loamy,5.92,41.31,1.1,2.19,44,68,75,22.65,53.8,2107.23,Maize,Sowing,Rabi,Canal,Maize,North,218.3,4.53,Urea
Silt,5.25,13.74,0.92,2.4,100,67,116,23.0,72.61,830.56,Rice,Sowing,Rabi,Drip,Wheat,South,207.95,5.1,Compost
Clay,6.16,10.92,1.37,0.99,110,79,72,12.08,78.42,507.39,Potato,Vegetative,Rabi,Rainfed,Rice,East,120.88,1.91,NPK
Silt,6.73,29.21,0.71,1.03,129,27,26,36.36,37.47,1968.53,Wheat,Flowering,Rabi,Sprinkler,Wheat,West,172.46,2.48,DAP
Silt,4.85,20.97,0.27,1.23,48,31,87,29.46,52.03,2682.91,Rice,Harvest,Zaid,Sprinkler,Tomato,North,70.22,7.65,Urea
Silt,7.99,18.04,0.6,0.93,32,45,88,21.32,60.81,2586.82,Wheat,Vegetative,Rabi,Sprinkler,Potato,West,156.3,2.69,Urea
Sandy,6.7,43.15,1.11,1.28,36,67,73,34.11,79.74,2470.76,Cotton,Harvest,Zaid,Sprinkler,Wheat,West,172.24,5.67,Urea
Sandy,7.62,24.93,0.36,1.63,52,63,53,22.17,60.52,986.08,Maize,Harvest,Rabi,Drip,Tomato,East,156.61,3.47,NPK
Silt,5.46,27.18,0.53,1.64,61,32,18,28.75,63.11,1723.3,Potato,Vegetative,Rabi,Sprinkler,Sugarcane,Central,171.9,5.03,NPK
Sandy,6.34,53.12,0.81,2.55,115,23,23,37.91,36.41,1307.19,Wheat,Harvest,Zaid,Sprinkler,Cotton,North,192.76,3.11,DAP
Silt,5.67,27.25,1.05,0.39,56,26,84,31.47,54.85,1394.58,Sugarcane,Sowing,Rabi,Sprinkler,Maize,East,155.97,7.42,SSP
Clay,7.03,18.4,0.3,2.32,51,71,105,32.01,69.05,616.43,Wheat,Harvest,Rabi,Canal,Tomato,West,198.88,4.63,Compost
Clay,7.42,26.44,1.17,1.17,28,13,22,33.62,66.59,2133.99,Cotton,Sowing,Kharif,Sprinkler,Sugarcane,West,182.94,1.0,NPK
Silt,4.75,37.94,0.59,1.49,133,56,59,22.81,46.35,358.64,Tomato,Vegetative,Kharif,Rainfed,Rice,South,215.22,6.97,Compost
Sandy,6.78,39.69,0.47,2.94,47,62,100,24.73,46.61,2999.94,Sugarcane,Vegetative,Rabi,Canal,Sugarcane,East,177.85,1.48,Urea
Silt,5.64,45.25,1.12,0.74,158,13,94,38.55,37.3,2998.36,Rice,Flowering,Rabi,Rainfed,Sugarcane,East,151.27,6.43,DAP
Sandy,5.55,40.87,0.4,2.45,146,71,107,14.09,60.43,2295.76,Tomato,Flowering,Zaid,Drip,Tomato,South,298.04,7.99,Urea
